"c1","c2","phrase","freq"
"wasn't","thinking","wasn't thinking",1
"not","gotten","not gotten",5
"not","we're","not we're",6
"aren't","catching","aren't catching",1
"not","news","not news",2
"not","devalued","not devalued",1
"don't","that's","don't that's",3
"not","evidence","not evidence",6
"can't","pronounce","can't pronounce",4
"can't","i","can't i",24
"not","already","not already",2
"doesn't","arise","doesn't arise",1
"didn't","the","didn't the",3
"doesn't","fear","doesn't fear",1
"not","received","not received",1
"wouldn't","lie","wouldn't lie",1
"won't","op-","won't op-",1
"not","noisy-or","not noisy-or",1
"not","email","not email",2
"doesn't","blow","doesn't blow",1
"hadn'ta","done","hadn'ta done",1
"isn't","big","isn't big",2
"doesn't","l-s-and-a","doesn't l-s-and-a",1
"not","supposed","not supposed",14
"not","ending","not ending",1
"isn't","known","isn't known",2
"not","imagery","not imagery",1
"didn't","follow","didn't follow",3
"not","turbulent","not turbulent",1
"doesn't","consider","doesn't consider",1
"couldn't","wait","couldn't wait",1
"don't","necessarily","don't necessarily",31
"doesn't","try","doesn't try",1
"doesn't","belong","doesn't belong",2
"wouldn't","wanna","wouldn't wanna",8
"haven't","gotten","haven't gotten",14
"not","supposedly","not supposedly",1
"isn't","mostly","isn't mostly",1
"doesn't","everybody","doesn't everybody",1
"not","billions","not billions",1
"don't","put","don't put",17
"not","surprisingly","not surprisingly",5
"not","serfs","not serfs",1
"not","homonymous","not homonymous",1
"doesn't","cross","doesn't cross",1
"not","the","not the",313
"don't","normally","don't normally",2
"not","satisfied","not satisfied",1
"didn't","help","didn't help",9
"not","realizing","not realizing",1
"hasn't","because","hasn't because",1
"not","depleting","not depleting",1
"not","kernel","not kernel",1
"couldn't","mate","couldn't mate",1
"aren't","finished","aren't finished",1
"doesn't","allow","doesn't allow",5
"not","since","not since",1
"couldn't","send","couldn't send",1
"can't","reflection","can't reflection",1
"can't","remem-","can't remem-",1
"shouldn't","need","shouldn't need",1
"not","profoundly","not profoundly",1
"don't","matter","don't matter",1
"not","s-u-s","not s-u-s",1
"not","regarding","not regarding",1
"couldn't","prove","couldn't prove",1
"not","interested","not interested",15
"don't","become","don't become",1
"not","trusting","not trusting",1
"haven't","just","haven't just",2
"isn't","allowed","isn't allowed",1
"doesn't","trust","doesn't trust",2
"not","hospitals'","not hospitals'",1
"wasn't","for","wasn't for",3
"aren't","would","aren't would",1
"couldn't","like","couldn't like",1
"not","resort","not resort",1
"won't","let","won't let",7
"not","give","not give",9
"not","actively","not actively",2
"not","pharmacologically","not pharmacologically",1
"won't","you","won't you",2
"not","read","not read",4
"doesn't","start","doesn't start",2
"wouldn't","know","wouldn't know",18
"doesn't","pump","doesn't pump",1
"hadn't","heard","hadn't heard",2
"not","written","not written",2
"not","real","not real",20
"isn't","going","isn't going",6
"don't","comply","don't comply",2
"won't","work","won't work",6
"don't","solve","don't solve",1
"not","acceptable","not acceptable",3
"aren't","it's","aren't it's",1
"shouldn't","i","shouldn't i",2
"aren't","incompressible","aren't incompressible",1
"not","succeeded","not succeeded",1
"can't","give","can't give",9
"can't","leave","can't leave",9
"can't","critique","can't critique",1
"not","recently","not recently",1
"not","elementary","not elementary",1
"hadn't","said","hadn't said",1
"can't","read","can't read",10
"wasn't","maybe","wasn't maybe",3
"not","include","not include",4
"isn't","out","isn't out",1
"not","watching","not watching",2
"haven't","","",NA
"","haven't ","",NA
"","12","",NA
"don't","streets","don't streets",1
"not","held","not held",1
"not","strain","not strain",1
"don't","speak","don't speak",5
"wasn't","strictly","wasn't strictly",2
"haven't","reached","haven't reached",2
"not","arbitrary","not arbitrary",1
"isn't","terribly","isn't terribly",1
"hadn't","asked","hadn't asked",1
"not","barn","not barn",1
"not","benefits","not benefits",1
"not","constructed","not constructed",1
"not","talking","not talking",29
"couldn't","what","couldn't what",1
"not","flavored","not flavored",1
"not","hold","not hold",3
"wouldn't","occam's","wouldn't occam's",1
"not","solder","not solder",1
"not","help","not help",6
"not","registered","not registered",2
"didn't","cheat","didn't cheat",1
"haven't","met","haven't met",3
"doesn't","care","doesn't care",5
"wasn't","given","wasn't given",1
"couldn't","walk","couldn't walk",1
"wouldn't","say","wouldn't say",8
"not","purely","not purely",1
"doesn't","affect","doesn't affect",8
"isn't","ready","isn't ready",1
"couldn't","ex-","couldn't ex-",1
"haven't","that","haven't that",3
"wouldn't","apply","wouldn't apply",3
"not","also","not also",7
"not","cut","not cut",2
"not","delivered","not delivered",1
"haven't","iterated","haven't iterated",1
"can't","deposit","can't deposit",1
"not","cuz","not cuz",11
"not","burn","not burn",1
"can't","write","can't write",6
"not","funny","not funny",4
"can't","store","can't store",1
"not","meijer's","not meijer's",1
"wasn't","","",NA
"","wasn't ","",NA
"","15","",NA
"can't","hold","can't hold",1
"doesn't","feel","doesn't feel",1
"not","transvestites","not transvestites",1
"not","genetically","not genetically",1
"can't","help","can't help",6
"don't","teach","don't teach",2
"couldn't","say","couldn't say",4
"not","wanna","not wanna",4
"aren't","kay","aren't kay",1
"don't","you're","don't you're",2
"not","presented","not presented",1
"wasn't","starting","wasn't starting",1
"don't","immediately","don't immediately",1
"not","physically","not physically",1
"don't","laugh","don't laugh",1
"not","rock","not rock",1
"not","individually","not individually",1
"wasn't","trying","wasn't trying",1
"didn't","bear","didn't bear",1
"doesn't","cover","doesn't cover",1
"don't","drive","don't drive",2
"not","reward","not reward",1
"doesn't","hafta","doesn't hafta",1
"can't","break","can't break",4
"aren't","supposed","aren't supposed",1
"don't","count","don't count",3
"didn't","flush","didn't flush",1
"not","affected","not affected",1
"not","reporting","not reporting",1
"not","communicating","not communicating",1
"didn't","check","didn't check",1
"aren't","really","aren't really",8
"not","otherwise","not otherwise",1
"ain't","even","ain't even",1
"don't","consider","don't consider",6
"couldn't","come","couldn't come",2
"aren't","another","aren't another",1
"shouldn't","partials","shouldn't partials",1
"not","proportionate","not proportionate",1
"wasn't","named","wasn't named",1
"not","yourself","not yourself",1
"not","belong","not belong",4
"not","influenza","not influenza",1
"not","amino","not amino",1
"can't","now","can't now",2
"didn't","drink","didn't drink",1
"not","trying","not trying",19
"not","presenting","not presenting",1
"wasn't","known","wasn't known",1
"don't","crawl","don't crawl",1
"isn't","r-n-a","isn't r-n-a",1
"wasn't","hard","wasn't hard",1
"wasn't","why","wasn't why",1
"not","prepare","not prepare",1
"not","moving","not moving",2
"haven't","i","haven't i",4
"won't","during","won't during",1
"not","ever-","not ever-",1
"haven't","contradicted","haven't contradicted",1
"doesn't","he's","doesn't he's",1
"don't","th-","don't th-",1
"not","construct","not construct",1
"wouldn't","work","wouldn't work",10
"weren't","correlated","weren't correlated",1
"doesn't","make","doesn't make",45
"don't","face","don't face",2
"can't","express","can't express",1
"haven't","experienced","haven't experienced",2
"weren't","quite","weren't quite",2
"don't","promote","don't promote",1
"not","oriented","not oriented",1
"wasn't","a","wasn't a",22
"isn't","hydronium","isn't hydronium",1
"won't","notice","won't notice",1
"not","interrupt","not interrupt",1
"don't","socialize","don't socialize",1
"doesn't","seem","doesn't seem",67
"wouldn't","see","wouldn't see",5
"doesn't","show","doesn't show",12
"wasn't","i","wasn't i",6
"doesn't","understand","doesn't understand",4
"haven't","tried","haven't tried",3
"not","what's","not what's",6
"don't","contribute","don't contribute",1
"can't","rotate","can't rotate",1
"isn't","","",NA
"","isn't ","",NA
"","15","",NA
"not","publishing","not publishing",1
"not","building","not building",2
"not","apply","not apply",2
"not","negative","not negative",1
"wasn't","okay","wasn't okay",1
"not","complex","not complex",3
"not","publicly","not publicly",1
"not","potent","not potent",1
"hasn't","attacked","hasn't attacked",1
"not","paired","not paired",2
"not","uniform","not uniform",1
"wasn't","actually","wasn't actually",1
"wouldn't","tell","wouldn't tell",1
"didn't","i'm","didn't i'm",2
"isn't","nice","isn't nice",1
"wasn't","going","wasn't going",1
"not","anticipated","not anticipated",1
"couldn't","meet","couldn't meet",1
"couldn't","see","couldn't see",7
"shouldn't","because","shouldn't because",1
"not","solving","not solving",3
"doesn't","pass","doesn't pass",2
"not","reflect","not reflect",1
"wasn't","particularly","wasn't particularly",1
"didn't","get","didn't get",70
"not","mixing","not mixing",1
"not","fertile","not fertile",2
"can't","dodge","can't dodge",1
"haven't","they","haven't they",2
"don't","often","don't often",2
"not","locked","not locked",1
"not","flexible","not flexible",1
"doesn't","push","doesn't push",1
"not","i'd","not i'd",1
"aren't","converted","aren't converted",1
"hasn't","seen","hasn't seen",3
"isn't","really","isn't really",16
"didn't","participate","didn't participate",2
"don't","cry","don't cry",1
"not","without","not without",2
"not","connected","not connected",2
"aren't","taking","aren't taking",1
"can't","compromise","can't compromise",1
"wasn't","o-j","wasn't o-j",1
"can't","create","can't create",1
"isn't","however","isn't however",1
"don't","curve","don't curve",1
"can't","hope","can't hope",1
"not","linguistics","not linguistics",1
"don't","the","don't the",4
"didn't","require","didn't require",3
"won't","introduce","won't introduce",1
"not","i'm","not i'm",15
"not","affect","not affect",5
"not","generated","not generated",1
"can't","calculate","can't calculate",1
"don't","last","don't last",1
"not","individual","not individual",2
"not","too","not too",49
"not","get","not get",27
"not","constrained","not constrained",1
"isn't","though","isn't though",2
"don't","even","don't even",113
"don't","expand","don't expand",1
"not","originally","not originally",2
"won't","always","won't always",5
"don't","ever","don't ever",3
"doesn't","return","doesn't return",1
"won't","say","won't say",5
"not","every","not every",12
"weren't","otherwise","weren't otherwise",1
"can't","think","can't think",16
"didn't","address","didn't address",1
"can't","breed","can't breed",1
"not","committing","not committing",1
"couldn't","just","couldn't just",4
"shouldn'ta","been","shouldn'ta been",1
"didn't","change","didn't change",3
"not","oppressed","not oppressed",1
"not","scientific","not scientific",1
"aren't","isn't","aren't isn't",1
"doesn't","nothing's","doesn't nothing's",1
"couldn't","copy","couldn't copy",1
"doesn't","bind","doesn't bind",6
"not","here","not here",36
"not","unless","not unless",5
"don't","there's","don't there's",2
"not","mourning","not mourning",2
"not","cortical","not cortical",1
"hasn't","accomplished","hasn't accomplished",1
"couldn't","convince","couldn't convince",1
"didn't","precede","didn't precede",1
"haven't","put","haven't put",4
"don't","stress","don't stress",1
"couldn't","verbalize","couldn't verbalize",1
"doesn't","listen","doesn't listen",1
"wouldn't","precipitate","wouldn't precipitate",1
"couldn't","","",NA
"","couldn't ","",NA
"","5","",NA
"doesn't","rise","doesn't rise",1
"not","stable","not stable",1
"not","brown","not brown",1
"not","symmetric","not symmetric",1
"didn't","usually","didn't usually",1
"not","foucault's","not foucault's",1
"not","regard","not regard",1
"shouldn't","okay","shouldn't okay",1
"haven't","thought","haven't thought",3
"hasn't","got","hasn't got",1
"isn't","real","isn't real",1
"can't","stick","can't stick",1
"couldn't","take","couldn't take",4
"don't","answer","don't answer",1
"weren't","interested","weren't interested",2
"isn't","a","isn't a",39
"not","aren't","not aren't",1
"not","doesn't","not doesn't",1
"not","describing","not describing",1
"not","discovered","not discovered",1
"wouldn't","she","wouldn't she",2
"isn't","i","isn't i",5
"not","logical","not logical",1
"didn't","eve-","didn't eve-",1
"doesn't","participate","doesn't participate",1
"isn't","she","isn't she",2
"needn't","spend","needn't spend",1
"wasn't","scaffold","wasn't scaffold",1
"weren't","many","weren't many",1
"won't","swim","won't swim",1
"doesn't","there","doesn't there",1
"not","controversial","not controversial",2
"not","scientists","not scientists",1
"not","turned","not turned",1
"couldn't","she","couldn't she",1
"don't","lead","don't lead",2
"not","displaying","not displaying",1
"couldn't","that","couldn't that",2
"aren't","where","aren't where",1
"don't","kill","don't kill",2
"haven't","committed","haven't committed",1
"not","after","not after",1
"haven't","brought","haven't brought",1
"doesn't","motivate","doesn't motivate",1
"don't","cut","don't cut",4
"couldn't","talk","couldn't talk",1
"won't","need","won't need",4
"haven't","eaten","haven't eaten",1
"didn't","establish","didn't establish",1
"not","antagonize","not antagonize",1
"can't","ignore","can't ignore",4
"doesn't","label","doesn't label",1
"didn't","try","didn't try",3
"don't","supervisor","don't supervisor",1
"don't","cuz","don't cuz",2
"don't","study","don't study",3
"wasn't","enforce-","wasn't enforce-",1
"not","been","not been",20
"not","mexican","not mexican",1
"aren't","doctors","aren't doctors",1
"not","allowed","not allowed",14
"haven't","dealt","haven't dealt",2
"not","cramming","not cramming",1
"aren't","rules","aren't rules",1
"don't","bother","don't bother",2
"not","nine","not nine",1
"not","objectified","not objectified",1
"not","build","not build",1
"not","punished","not punished",2
"wasn't","montane","wasn't montane",1
"not","commonly","not commonly",2
"doesn't","these","doesn't these",1
"doesn't","flatten","doesn't flatten",2
"can't","figure","can't figure",7
"weren't","registered","weren't registered",1
"haven't","turned","haven't turned",1
"not","boring","not boring",1
"isn't","genetic","isn't genetic",1
"weren't","other","weren't other",2
"wasn't","originally","wasn't originally",1
"isn't","right","isn't right",3
"not","try","not try",1
"not","happened","not happened",1
"doesn't","those","doesn't those",1
"doesn't","interfere","doesn't interfere",1
"not","built","not built",4
"didn't","would","didn't would",1
"doesn't","appear","doesn't appear",1
"not","rewound","not rewound",1
"not","measured","not measured",1
"not","completely","not completely",8
"don't","confuse","don't confuse",3
"didn't","randomly","didn't randomly",1
"won't","see","won't see",5
"don't","where","don't where",1
"doesn't","repay","doesn't repay",2
"ain't","it","ain't it",1
"didn't","last","didn't last",1
"not","beneficial","not beneficial",1
"not","worshipping","not worshipping",1
"can't","perceive","can't perceive",1
"isn't","lemme","isn't lemme",1
"hadn't","published","hadn't published",1
"didn't","even","didn't even",37
"not","inclined","not inclined",2
"can't","sustain","can't sustain",1
"shouldn't","have","shouldn't have",10
"hadn't","gotten","hadn't gotten",2
"not","optimally","not optimally",1
"not","support","not support",3
"not","extensive","not extensive",1
"don't","survive","don't survive",1
"didn't","ever","didn't ever",1
"couldn't","i","couldn't i",6
"not","achieve","not achieve",1
"don't","kind","don't kind",1
"hadn't","made","hadn't made",2
"don't","it's","don't it's",4
"haven't","fine","haven't fine",1
"wouldn't","but","wouldn't but",4
"don't","contradict","don't contradict",2
"isn't","correcting","isn't correcting",1
"not","sensitive","not sensitive",1
"not","profitable","not profitable",1
"not","laptops","not laptops",1
"haven't","replied","haven't replied",1
"wouldn't","mind","wouldn't mind",8
"haven't","decided","haven't decided",2
"not","somehow","not somehow",2
"didn't","teach","didn't teach",2
"isn't","but","isn't but",4
"couldn't","live","couldn't live",2
"don't","multiply","don't multiply",1
"doesn't","very","doesn't very",1
"wouldn't","serve","wouldn't serve",2
"not","damaging","not damaging",1
"not","gamma","not gamma",1
"doesn't","gonna","doesn't gonna",1
"not","burned","not burned",1
"not","continu-","not continu-",1
"weren't","very","weren't very",6
"not","return","not return",1
"isn't","necessary","isn't necessary",1
"not","permanent","not permanent",2
"isn't","urban","isn't urban",1
"don't","yeah","don't yeah",12
"not","montane","not montane",1
"wasn't","satisfied","wasn't satisfied",1
"couldn't","wear","couldn't wear",1
"doesn't","open","doesn't open",1
"doesn't","capture","doesn't capture",1
"wasn't","able","wasn't able",2
"not","responsible","not responsible",1
"wasn't","recognition","wasn't recognition",1
"not","listed","not listed",2
"didn't","round","didn't round",1
"wasn't","th-","wasn't th-",1
"wouldn't","pay","wouldn't pay",1
"wasn't","resistant","wasn't resistant",1
"doesn't","sell","doesn't sell",1
"can't","alter","can't alter",1
"can't","and","can't and",1
"not","listen","not listen",2
"can't","re-","can't re-",2
"won't","respond","won't respond",1
"not","adequate","not adequate",1
"don't","demand","don't demand",1
"don't","graduate","don't graduate",1
"not","letting","not letting",1
"not","double","not double",1
"not","divided","not divided",2
"didn't","lead","didn't lead",1
"didn't","kill","didn't kill",2
"not","activated","not activated",1
"not","evaluate","not evaluate",1
"couldn't","print","couldn't print",1
"not","even","not even",85
"don't","underrate","don't underrate",1
"aren't","all","aren't all",3
"shouldn't","change","shouldn't change",2
"didn't","load","didn't load",1
"not","contributed","not contributed",1
"not","ever","not ever",3
"wasn't","precise","wasn't precise",1
"couldn't","they","couldn't they",1
"don't","touch","don't touch",1
"aren't","portrayed","aren't portrayed",1
"not","particularly","not particularly",8
"wasn't","anything","wasn't anything",2
"wouldn't","need","wouldn't need",2
"isn't","anymore","isn't anymore",1
"not","confirmed","not confirmed",1
"not","late","not late",1
"won't","she","won't she",1
"hasn't","sold","hasn't sold",1
"weren't","going","weren't going",1
"wasn't","completely","wasn't completely",1
"not","quoted","not quoted",1
"aren't","acr-","aren't acr-",1
"not","public","not public",1
"don't","i'd","don't i'd",1
"haven't","memorized","haven't memorized",1
"wouldn't","imagine","wouldn't imagine",1
"wasn't","local","wasn't local",1
"can't","even","can't even",31
"don't","i'm","don't i'm",14
"wasn't","the","wasn't the",12
"can't","afford","can't afford",9
"not","interact","not interact",1
"don't","get","don't get",120
"couldn't","reproduce","couldn't reproduce",2
"couldn't","be","couldn't be",14
"not","hallucinatory","not hallucinatory",1
"don't","fall","don't fall",5
"doesn't","classically","doesn't classically",1
"not","across","not across",3
"not","construe","not construe",1
"didn't","totally","didn't totally",1
"don't","spend","don't spend",2
"not","present","not present",3
"not","short","not short",1
"couldn't","stand","couldn't stand",2
"not","anyway","not anyway",1
"doesn't","act","doesn't act",2
"not","such","not such",8
"can't","enter","can't enter",1
"aren't","caught","aren't caught",1
"doesn't","like","doesn't like",18
"not","succeed","not succeed",2
"couldn't","somehow","couldn't somehow",1
"not","holding","not holding",1
"not","eating","not eating",1
"didn't","finish","didn't finish",8
"not","go-","not go-",2
"don't","mention","don't mention",3
"don't","declare","don't declare",1
"don't","raise","don't raise",1
"weren't","ready","weren't ready",2
"aren't","and","aren't and",6
"not","later","not later",1
"isn't","here","isn't here",3
"not","two","not two",5
"couldn't","overtake","couldn't overtake",1
"not","appear","not appear",5
"didn't","often","didn't often",1
"not","setting","not setting",1
"not","fight","not fight",2
"not","totally","not totally",9
"haven't","the","haven't the",4
"don't","forbid","don't forbid",1
"can't","hide","can't hide",1
"not","biased","not biased",2
"didn't","happen","didn't happen",2
"not","identified","not identified",1
"weren't","particularly","weren't particularly",1
"don't","improve","don't improve",1
"not","lead","not lead",1
"not","kill","not kill",2
"wasn't","right","wasn't right",1
"ain't","no","ain't no",1
"not","surprised","not surprised",6
"wasn't","laughing","wasn't laughing",2
"wasn't","coming","wasn't coming",1
"can't","communicate","can't communicate",2
"don't","particularly","don't particularly",3
"aren't","any","aren't any",5
"hasn't","like","hasn't like",1
"can't","that's","can't that's",3
"didn't","yeah","didn't yeah",1
"not","worthy","not worthy",4
"can't","quote","can't quote",1
"not","nuptial","not nuptial",1
"weren't","visiting","weren't visiting",1
"didn't","used","didn't used",3
"not","l-s-and-a","not l-s-and-a",1
"doesn't","mean","doesn't mean",74
"won't","but","won't but",1
"not","hence","not hence",1
"not","pushed","not pushed",3
"not","equal","not equal",17
"hadn't","officially","hadn't officially",1
"not","variable","not variable",1
"won't","buy","won't buy",2
"weren't","what","weren't what",1
"not","converge","not converge",1
"not","four-oh-one","not four-oh-one",1
"not","coming","not coming",9
"wasn't","deposited","wasn't deposited",1
"not","everybody","not everybody",9
"couldn't","do","couldn't do",14
"not","being","not being",40
"not","condoning","not condoning",3
"doesn't","not","doesn't not",1
"not","another","not another",3
"hadn't","checked","hadn't checked",1
"doesn't","now","doesn't now",1
"wasn't","official","wasn't official",1
"didn't","three","didn't three",1
"not","defective","not defective",1
"weren't","compatible","weren't compatible",1
"not","safe","not safe",1
"didn't","parametrize","didn't parametrize",1
"isn't","a-","isn't a-",1
"not","finding","not finding",1
"shouldn't","and","shouldn't and",1
"wasn't","reachable","wasn't reachable",1
"not","got","not got",2
"not","kind","not kind",1
"won't","keep","won't keep",1
"not","king","not king",1
"wasn't","dirty","wasn't dirty",1
"not","labelled","not labelled",1
"not","it's","not it's",60
"haven't","surveyed","haven't surveyed",1
"wouldn't","earlier","wouldn't earlier",1
"wouldn't","always","wouldn't always",1
"don't","expect","don't expect",12
"didn't","iasa","didn't iasa",1
"doesn't","d-separate","doesn't d-separate",1
"not","pending","not pending",1
"don't","try","don't try",9
"doesn't","mention","doesn't mention",5
"not","nursing","not nursing",1
"not","limited","not limited",2
"don't","transcend","don't transcend",1
"not","nobody","not nobody",1
"not","fair","not fair",2
"isn't","significantly","isn't significantly",1
"don't","violate","don't violate",1
"doesn't","line","doesn't line",1
"hasn't","japan's","hasn't japan's",1
"not","precipitate","not precipitate",4
"not","new","not new",3
"didn't","compute","didn't compute",1
"don't","initial","don't initial",1
"not","provide","not provide",1
"can't","ask","can't ask",1
"don't","direct","don't direct",1
"can't","it's","can't it's",5
"haven't","cuz","haven't cuz",1
"not","cause","not cause",3
"didn't","fall","didn't fall",1
"not","benevolent","not benevolent",1
"couldn't","find","couldn't find",13
"don't","endorse","don't endorse",1
"not","yeah","not yeah",8
"doesn't","come","doesn't come",10
"can't","use","can't use",21
"isn't","obviously","isn't obviously",1
"can't","abstract","can't abstract",1
"not","agronomists","not agronomists",1
"don't","stand","don't stand",3
"not","final","not final",2
"not","quite","not quite",61
"not","depending","not depending",2
"doesn't","sorb","doesn't sorb",4
"not","used","not used",5
"not","evolve","not evolve",2
"hadn't","seen","hadn't seen",4
"weren't","completely","weren't completely",1
"not","cancer","not cancer",1
"doesn't","want","doesn't want",3
"weren't","treating","weren't treating",1
"wouldn't","normally","wouldn't normally",1
"not","literally","not literally",2
"couldn't","imagine","couldn't imagine",1
"isn't","politics","isn't politics",1
"won't","recognize","won't recognize",1
"doesn't","that's","doesn't that's",2
"don't","worry","don't worry",40
"not","pornography","not pornography",2
"hasn't","appeared","hasn't appeared",1
"not","nieman-marcus","not nieman-marcus",1
"don't","receive","don't receive",2
"not","directed","not directed",2
"not","violate","not violate",2
"doesn't","sneak","doesn't sneak",1
"can't","yeah","can't yeah",2
"not","bent","not bent",1
"don't","throw","don't throw",1
"not","acquired","not acquired",3
"aren't","are","aren't are",1
"don't","occur","don't occur",1
"not","chopped","not chopped",1
"isn't","an","isn't an",6
"not","culpable","not culpable",1
"hadn't","spent","hadn't spent",1
"don't","smoke","don't smoke",2
"didn't","actually","didn't actually",7
"not","seminarians","not seminarians",1
"not","panicking","not panicking",1
"isn't","as","isn't as",5
"isn't","at","isn't at",3
"hasn't","come","hasn't come",1
"not","enamored","not enamored",1
"not","terribly","not terribly",6
"weren't","sort","weren't sort",1
"not","shown","not shown",2
"not","bring","not bring",1
"shouldn't've","written","shouldn't've written",1
"didn't","pronounce","didn't pronounce",1
"not","language","not language",1
"don't","realize","don't realize",7
"didn't","connect","didn't connect",1
"not","permitted","not permitted",1
"can't","shrink","can't shrink",1
"can't","describe","can't describe",1
"couldn't","go","couldn't go",1
"shouldn'ta","bought","shouldn'ta bought",2
"haven't","contacted","haven't contacted",1
"not","sanskrit","not sanskrit",1
"won't","affect","won't affect",2
"not","produce","not produce",1
"not","important","not important",5
"didn't","vary","didn't vary",2
"doesn't","leave","doesn't leave",1
"not","unhappy","not unhappy",2
"can't","esc-","can't esc-",1
"don't","smell","don't smell",2
"wouldn't","respond","wouldn't respond",3
"don't","honestly","don't honestly",1
"not","unlike","not unlike",2
"not","possible","not possible",8
"not","blocked","not blocked",3
"doesn't","matter","doesn't matter",126
"aren't","different","aren't different",1
"not","lately","not lately",1
"didn't","included","didn't included",1
"haven't","ge-","haven't ge-",1
"couldn't","he","couldn't he",1
"not","adaptive","not adaptive",1
"wouldn't-","it","wouldn't- it",1
"doesn't","meet","doesn't meet",1
"wasn't","historically","wasn't historically",1
"won't","have","won't have",20
"doesn't","become","doesn't become",2
"didn't","necessarily","didn't necessarily",2
"not","fall","not fall",1
"not","didn't","not didn't",2
"ain't","so","ain't so",1
"isn't","even","isn't even",2
"don't","split","don't split",1
"haven't","triggered","haven't triggered",1
"doesn't","volatize","doesn't volatize",1
"don't","object","don't object",2
"don't","overgeneralize","don't overgeneralize",1
"not","putting","not putting",3
"not","did","not did",1
"not","concerned","not concerned",5
"not","possibly","not possibly",2
"couldn't","identify","couldn't identify",1
"not","left","not left",1
"not","ethnically","not ethnically",1
"couldn't","sing","couldn't sing",1
"not","optimal","not optimal",1
"doesn't","ha-","doesn't ha-",1
"isn't","e-","isn't e-",1
"wouldn't","compile","wouldn't compile",1
"shouldn't","happen","shouldn't happen",1
"not","suit","not suit",1
"can't","fall","can't fall",1
"didn't","invent","didn't invent",1
"not","kinda","not kinda",1
"not","compensated","not compensated",1
"wasn't","finished","wasn't finished",1
"not","reconcile","not reconcile",1
"can't","skip","can't skip",1
"not","somebody","not somebody",2
"not","no-acci-","not no-acci-",1
"wasn't","too","wasn't too",7
"don't","mkay","don't mkay",1
"aren't","happy","aren't happy",1
"isn't","doing","isn't doing",1
"not","respond","not respond",1
"doesn't","just","doesn't just",12
"won't","remember","won't remember",2
"don't","pair","don't pair",1
"couldn't","in","couldn't in",1
"don't","cohere","don't cohere",1
"not","sentimental","not sentimental",1
"not","afford","not afford",2
"wouldn't","okay","wouldn't okay",1
"weren't","hampered","weren't hampered",1
"not","eroded","not eroded",1
"don't","call","don't call",4
"don't","cross","don't cross",1
"won't","build","won't build",1
"not","likely","not likely",7
"couldn't","it","couldn't it",8
"doesn't","copy","doesn't copy",1
"isn't","disagreeing","isn't disagreeing",1
"not","you'll","not you'll",2
"not","predicting","not predicting",1
"don't","question","don't question",1
"isn't","such","isn't such",2
"didn't","limit","didn't limit",1
"don't","allow","don't allow",2
"don't","shower","don't shower",1
"didn't","touch","didn't touch",1
"not","maybe","not maybe",7
"not","appropriate","not appropriate",1
"don't","two","don't two",1
"not","ability","not ability",1
"not","hesitate","not hesitate",1
"not","nutrients","not nutrients",2
"not","beca-","not beca-",1
"wouldn't","wouldn't","wouldn't wouldn't",3
"doesn't","break","doesn't break",1
"haven't","i'm","haven't i'm",1
"didn't","elaborate","didn't elaborate",1
"not","legalizing","not legalizing",1
"wasn't","saying","wasn't saying",1
"not","conceptual","not conceptual",1
"doesn't","take","doesn't take",12
"not","fixed","not fixed",2
"weren't","prosecuted","weren't prosecuted",1
"isn't","man","isn't man",1
"isn't","representative","isn't representative",1
"haven't","gone","haven't gone",3
"not","before","not before",4
"couldn't","determine","couldn't determine",1
"wasn't","mixed","wasn't mixed",1
"hadn't","until","hadn't until",1
"shouldn't","use","shouldn't use",3
"can't","recalculate","can't recalculate",1
"not","given","not given",11
"don't","accurately","don't accurately",1
"not","that'd","not that'd",1
"don't","specify","don't specify",1
"not","impressed","not impressed",1
"didn't","ourselves","didn't ourselves",1
"don't","start","don't start",3
"wouldn't","consider","wouldn't consider",2
"not","significantly","not significantly",2
"couldn't","well","couldn't well",1
"not","anymore","not anymore",1
"wasn't","because","wasn't because",2
"don't","accept","don't accept",2
"not","p-c","not p-c",1
"didn't","develop","didn't develop",1
"wasn't","making","wasn't making",1
"hasn't","resulted","hasn't resulted",1
"isn't","changing","isn't changing",2
"haven't","drawn","haven't drawn",2
"doesn't","wash","doesn't wash",1
"not","ac-","not ac-",1
"can't","select","can't select",1
"weren't","linked","weren't linked",1
"not","that's","not that's",16
"not","over","not over",1
"weren't","identified","weren't identified",1
"not","exercising","not exercising",1
"can't","argue","can't argue",2
"not","other","not other",2
"not","useful","not useful",4
"can't","escape","can't escape",1
"not","saying","not saying",35
"not","x-squared","not x-squared",1
"doesn't","disappear","doesn't disappear",2
"doesn't","that","doesn't that",12
"wasn't","portraying","wasn't portraying",1
"not","rich","not rich",1
"not","square","not square",2
"doesn't","talk","doesn't talk",3
"can't","apply","can't apply",4
"weren't","that","weren't that",4
"don't","look","don't look",26
"aren't","terribly","aren't terribly",1
"wouldn't","duplicate","wouldn't duplicate",1
"hasn't","moved","hasn't moved",3
"don't","because","don't because",1
"not","understanding","not understanding",3
"aren't","many","aren't many",1
"not","making","not making",10
"not","indicative","not indicative",1
"not","free","not free",2
"didn't","immediately","didn't immediately",1
"not","general","not general",1
"don't","really","don't really",186
"don't","tenure","don't tenure",1
"hadn't","noticed","hadn't noticed",1
"not","sensing","not sensing",1
"don't","blow","don't blow",1
